Airline,Airline_encoded,Source,Source_encoded,Destination,Destination_encoded,Date,Month,Year,Hour,Minute,Price
GoAir,2,Banglore,0,Delhi,2,3,6,2019,11,40,3898
Jet Airways,4,Kolkata,3,Banglore,0,9,6,2019,14,5,10844
Multiple carriers,6,Delhi,2,Cochin,1,27,3,2019,2,15,12327
SpiceJet,8,Delhi,2,Cochin,1,21,3,2019,8,45,6356
Air India,1,Banglore,0,Delhi,2,15,5,2019,21,5,5228
Air India,1,Banglore,0,Delhi,2,18,3,2019,6,45,10835
IndiGo,3,Banglore,0,Delhi,2,21,6,2019,4,0,3943
Jet Airways,4,Delhi,2,Cochin,1,1,6,2019,18,15,14714
Air India,1,Kolkata,3,Banglore,0,6,5,2019,5,50,11883
Vistara,10,Kolkata,3,Banglore,0,12,6,2019,20,20,8610
Multiple carriers,6,Delhi,2,Cochin,1,15,5,2019,7,10,6513
Jet Airways,4,Delhi,2,Cochin,1,21,5,2019,2,15,12898
Air India,1,Delhi,2,Cochin,1,1,6,2019,22,0,10861
IndiGo,3,Mumbai,4,Hyderabad,3,21,6,2019,19,5,4049
Jet Airways,4,Banglore,0,Delhi,2,18,3,2019,11,40,13555
Jet Airways,4,Delhi,2,Cochin,1,27,5,2019,2,15,16079
IndiGo,3,Delhi,2,Cochin,1,6,3,2019,5,35,7673
Multiple carriers Premium economy,7,Delhi,2,Cochin,1,21,3,2019,8,55,10161
Jet Airways,4,Delhi,2,Cochin,1,12,6,2019,2,15,10262
SpiceJet,8,Kolkata,3,Banglore,0,3,5,2019,6,55,3873
SpiceJet,8,Banglore,0,Delhi,2,3,6,2019,21,10,3311
IndiGo,3,Delhi,2,Cochin,1,9,3,2019,16,0,13611
Air India,1,Delhi,2,Cochin,1,6,3,2019,12,0,11858
Multiple carriers,6,Delhi,2,Cochin,1,27,5,2019,10,20,9316
IndiGo,3,Banglore,0,Delhi,2,1,4,2019,7,10,4823
Jet Airways,4,Kolkata,3,Banglore,0,12,5,2019,20,0,13941
Jet Airways,4,Delhi,2,Cochin,1,27,5,2019,9,40,13029
SpiceJet,8,Kolkata,3,Banglore,0,12,4,2019,6,55,3873
IndiGo,3,Banglore,0,Delhi,2,12,4,2019,1,30,4591
Vistara,10,Mumbai,4,Hyderabad,3,6,3,2019,8,45,12395
IndiGo,3,Mumbai,4,Hyderabad,3,21,3,2019,2,30,3603
IndiGo,3,Kolkata,3,Banglore,0,1,5,2019,15,30,4804
IndiGo,3,Banglore,0,Delhi,2,21,5,2019,18,25,4823
Jet Airways,4,Delhi,2,Cochin,1,21,3,2019,11,30,13244
Air Asia,0,Kolkata,3,Banglore,0,24,3,2019,7,35,6785
Air India,1,Mumbai,4,Hyderabad,3,24,6,2019,6,20,3100
Multiple carriers,6,Delhi,2,Cochin,1,12,6,2019,18,0,7198
Jet Airways,4,Delhi,2,Cochin,1,27,6,2019,9,40,13014
Air India,1,Delhi,2,Cochin,1,6,3,2019,6,50,20416
Air India,1,Delhi,2,Cochin,1,6,6,2019,22,0,10441
Air India,1,Banglore,0,Delhi,2,1,3,2019,10,30,11528
Air India,1,Kolkata,3,Banglore,0,6,5,2019,7,0,14083
IndiGo,3,Chennai,1,Kolkata,4,15,5,2019,19,35,3597
Air India,1,Kolkata,3,Banglore,0,12,6,2019,5,50,7662
IndiGo,3,Banglore,0,Delhi,2,6,6,2019,8,30,4823
Air India,1,Delhi,2,Cochin,1,27,6,2019,5,15,10703
Jet Airways,4,Mumbai,4,Hyderabad,3,12,6,2019,7,5,8040
Vistara,10,Banglore,0,Delhi,2,24,6,2019,7,0,4668
Air India,1,Delhi,2,Cochin,1,12,5,2019,18,5,6304
Air India,1,Mumbai,4,Hyderabad,3,6,3,2019,6,0,14219
SpiceJet,8,Kolkata,3,Banglore,0,1,5,2019,17,10,3841
Multiple carriers,6,Delhi,2,Cochin,1,27,5,2019,13,0,13587
Air India,1,Kolkata,3,Banglore,0,18,5,2019,5,50,12093
SpiceJet,8,Delhi,2,Cochin,1,27,4,2019,6,5,5899
Air India,1,Mumbai,4,Hyderabad,3,12,5,2019,13,55,3100
Air India,1,Banglore,0,Delhi,2,12,5,2019,17,0,5438
IndiGo,3,Banglore,0,Delhi,2,18,4,2019,18,55,5780
Air India,1,Kolkata,3,Banglore,0,9,6,2019,9,25,11668
IndiGo,3,Banglore,0,Delhi,2,1,3,2019,7,10,11934
Jet Airways,4,Delhi,2,Cochin,1,27,6,2019,20,0,16263
IndiGo,3,Delhi,2,Cochin,1,6,3,2019,18,35,14871
SpiceJet,8,Banglore,0,Delhi,2,24,5,2019,9,30,3573
Air India,1,Delhi,2,Cochin,1,3,3,2019,21,30,12497
Air India,1,Delhi,2,Cochin,1,21,6,2019,18,5,5411
IndiGo,3,Delhi,2,Cochin,1,9,6,2019,5,5,6600
IndiGo,3,Kolkata,3,Banglore,0,6,6,2019,9,20,11160
Jet Airways,4,Mumbai,4,Hyderabad,3,6,3,2019,17,15,22950
SpiceJet,8,Kolkata,3,Banglore,0,24,5,2019,15,5,4649
Jet Airways,4,Delhi,2,Cochin,1,21,5,2019,5,30,15129
IndiGo,3,Delhi,2,Cochin,1,12,5,2019,21,5,8626
Jet Airways,4,Delhi,2,Cochin,1,6,3,2019,7,5,17234
Jet Airways,4,Banglore,0,Delhi,2,21,3,2019,5,45,7832
Air India,1,Mumbai,4,Hyderabad,3,18,6,2019,15,0,3100
Jet Airways,4,Kolkata,3,Banglore,0,9,5,2019,9,35,9314
Jet Airways,4,Delhi,2,Cochin,1,1,6,2019,2,15,14714
Jet Airways,4,Delhi,2,Cochin,1,15,6,2019,11,45,13882
Jet Airways,4,Delhi,2,Cochin,1,9,5,2019,5,30,16274
Multiple carriers,6,Delhi,2,Cochin,1,6,3,2019,11,30,15135
IndiGo,3,Banglore,0,Delhi,2,24,3,2019,21,20,6144
Jet Airways,4,Delhi,2,Cochin,1,27,3,2019,19,10,9483
Air India,1,Delhi,2,Cochin,1,15,5,2019,6,50,14431
Multiple carriers,6,Delhi,2,Cochin,1,24,6,2019,14,55,6093
Multiple carriers,6,Delhi,2,Cochin,1,21,5,2019,10,0,7888
IndiGo,3,Delhi,2,Cochin,1,15,5,2019,9,15,7503
Air India,1,Kolkata,3,Banglore,0,6,5,2019,19,0,6117
Jet Airways,4,Delhi,2,Cochin,1,3,3,2019,9,0,17024
Jet Airways,4,Kolkata,3,Banglore,0,1,4,2019,18,55,12681
Multiple carriers,6,Delhi,2,Cochin,1,24,6,2019,10,35,10678
Jet Airways,4,Kolkata,3,Banglore,0,24,3,2019,8,25,13759
SpiceJet,8,Mumbai,4,Hyderabad,3,3,6,2019,22,45,2017
SpiceJet,8,Banglore,0,Delhi,2,15,6,2019,9,30,4885
Multiple carriers,6,Delhi,2,Cochin,1,27,5,2019,6,0,10786
Vistara,10,Mumbai,4,Hyderabad,3,12,3,2019,7,30,12080
IndiGo,3,Kolkata,3,Banglore,0,9,6,2019,20,20,4804
Air India,1,Delhi,2,Cochin,1,21,3,2019,21,0,6587
Jet Airways,4,Delhi,2,Cochin,1,27,3,2019,5,10,8728
Air Asia,0,Delhi,2,Cochin,1,18,5,2019,20,45,7452
IndiGo,3,Banglore,0,Delhi,2,6,6,2019,20,0,4823
Multiple carriers,6,Delhi,2,Cochin,1,9,5,2019,7,5,8310
Vistara,10,Banglore,0,Delhi,2,1,4,2019,11,30,5403
Jet Airways,4,Delhi,2,Cochin,1,9,6,2019,14,35,13376
Multiple carriers,6,Delhi,2,Cochin,1,3,6,2019,10,35,10877
Jet Airways,4,Banglore,0,Delhi,2,6,3,2019,22,50,14815
IndiGo,3,Delhi,2,Cochin,1,21,3,2019,6,40,6558
Multiple carriers,6,Delhi,2,Cochin,1,21,5,2019,9,0,14067
Multiple carriers,6,Delhi,2,Cochin,1,21,5,2019,9,15,9627
Jet Airways,4,Delhi,2,Cochin,1,3,6,2019,19,15,14714
IndiGo,3,Delhi,2,Cochin,1,9,5,2019,5,35,5000
Multiple carriers Premium economy,7,Delhi,2,Cochin,1,21,3,2019,6,0,9845
Jet Airways,4,Kolkata,3,Banglore,0,18,5,2019,18,55,10844
IndiGo,3,Delhi,2,Cochin,1,27,3,2019,4,45,7048
Jet Airways,4,Kolkata,3,Banglore,0,12,6,2019,9,35,12692
Jet Airways,4,Delhi,2,Cochin,1,9,3,2019,21,50,13843
Jet Airways,4,Banglore,0,Delhi,2,21,3,2019,14,5,7832
IndiGo,3,Mumbai,4,Hyderabad,3,1,6,2019,9,15,4049
Jet Airways,4,Delhi,2,Cochin,1,27,3,2019,8,0,12242
Jet Airways,4,Delhi,2,Cochin,1,24,6,2019,19,15,10262
Jet Airways,4,Kolkata,3,Banglore,0,9,6,2019,8,25,14571
SpiceJet,8,Kolkata,3,Banglore,0,24,5,2019,17,10,4174
Multiple carriers,6,Delhi,2,Cochin,1,27,5,2019,6,0,11264
IndiGo,3,Kolkata,3,Banglore,0,18,4,2019,21,25,4174
IndiGo,3,Chennai,1,Kolkata,4,12,6,2019,5,15,3540
Vistara,10,Kolkata,3,Banglore,0,18,5,2019,7,10,9345
Air India,1,Delhi,2,Cochin,1,6,6,2019,16,40,9653
IndiGo,3,Mumbai,4,Hyderabad,3,18,3,2019,6,20,3342
Multiple carriers,6,Delhi,2,Cochin,1,18,5,2019,10,0,8073
Jet Airways,4,Kolkata,3,Banglore,0,1,4,2019,6,30,7064
Jet Airways,4,Delhi,2,Cochin,1,27,6,2019,14,35,13376
Multiple carriers,6,Delhi,2,Cochin,1,6,3,2019,8,25,15135
Air India,1,Kolkata,3,Banglore,0,24,5,2019,10,0,10413
Vistara,10,Kolkata,3,Banglore,0,1,5,2019,20,20,9187
Jet Airways,4,Delhi,2,Cochin,1,1,6,2019,9,35,13292
IndiGo,3,Delhi,2,Cochin,1,9,3,2019,7,35,6674
IndiGo,3,Delhi,2,Cochin,1,9,5,2019,17,30,8330
Multiple carriers,6,Delhi,2,Cochin,1,1,6,2019,6,40,11200
Jet Airways,4,Delhi,2,Cochin,1,3,6,2019,10,0,10262
Vistara,10,Delhi,2,Cochin,1,15,4,2019,14,40,6216
Jet Airways,4,Kolkata,3,Banglore,0,18,5,2019,20,0,10844
Jet Airways,4,Kolkata,3,Banglore,0,24,3,2019,16,55,11134
IndiGo,3,Chennai,1,Kolkata,4,18,6,2019,22,5,5277
Jet Airways,4,Delhi,2,Cochin,1,27,6,2019,8,10,14300
Jet Airways,4,Banglore,0,Delhi,2,6,3,2019,22,50,17471
Jet Airways,4,Kolkata,3,Banglore,0,21,5,2019,21,10,10844
SpiceJet,8,Banglore,0,Delhi,2,15,3,2019,5,45,5469
Jet Airways,4,Delhi,2,Cochin,1,9,6,2019,14,0,10262
SpiceJet,8,Delhi,2,Cochin,1,6,3,2019,16,35,7185
Air Asia,0,Kolkata,3,Banglore,0,18,6,2019,19,55,3807
Jet Airways,4,Delhi,2,Cochin,1,1,6,2019,17,30,14714
Vistara,10,Kolkata,3,Banglore,0,6,5,2019,7,10,8610
Jet Airways,4,Delhi,2,Cochin,1,6,3,2019,7,5,17234
Multiple carriers,6,Delhi,2,Cochin,1,12,6,2019,11,35,15629
Multiple carriers,6,Delhi,2,Cochin,1,27,3,2019,7,5,6128
Jet Airways,4,Delhi,2,Cochin,1,9,3,2019,16,0,16289
Jet Airways,4,Delhi,2,Cochin,1,9,5,2019,5,30,15129
Jet Airways,4,Banglore,0,Delhi,2,21,3,2019,14,5,7832
Jet Airways,4,Banglore,0,Delhi,2,1,3,2019,8,0,22270
Jet Airways,4,Kolkata,3,Banglore,0,1,5,2019,17,0,11467
IndiGo,3,Mumbai,4,Hyderabad,3,9,5,2019,19,5,4392
SpiceJet,8,Kolkata,3,Banglore,0,6,5,2019,17,10,4491
Jet Airways,4,Kolkata,3,Banglore,0,18,5,2019,21,10,9663
IndiGo,3,Delhi,2,Cochin,1,27,6,2019,18,35,5883
Air India,1,Delhi,2,Cochin,1,3,3,2019,19,0,14777
Air Asia,0,Kolkata,3,Banglore,0,21,5,2019,6,50,5162
IndiGo,3,Kolkata,3,Banglore,0,1,6,2019,21,25,4804
Jet Airways,4,Kolkata,3,Banglore,0,12,6,2019,14,5,8529
Jet Airways,4,Kolkata,3,Banglore,0,9,6,2019,6,30,10844
SpiceJet,8,Kolkata,3,Banglore,0,9,4,2019,6,55,3873
IndiGo,3,Kolkata,3,Banglore,0,12,6,2019,9,35,4804
Jet Airways,4,Mumbai,4,Hyderabad,3,12,5,2019,2,55,5678
Jet Airways,4,Kolkata,3,Banglore,0,1,4,2019,6,30,12681
Jet Airways,4,Banglore,0,Delhi,2,15,3,2019,5,50,9623
Multiple carriers,6,Delhi,2,Cochin,1,3,3,2019,8,55,15147
Vistara,10,Kolkata,3,Banglore,0,24,5,2019,7,10,9345
Jet Airways,4,Kolkata,3,Banglore,0,6,5,2019,18,55,7757
Jet Airways,4,Kolkata,3,Banglore,0,12,5,2019,16,30,10844
Air India,1,Banglore,0,Delhi,2,3,3,2019,11,5,11948
Jet Airways,4,Delhi,2,Cochin,1,27,6,2019,6,45,13376
Air India,1,Kolkata,3,Banglore,0,15,5,2019,19,0,6117
IndiGo,3,Delhi,2,Cochin,1,6,3,2019,4,55,6171
Jet Airways,4,Kolkata,3,Banglore,0,12,6,2019,14,5,13626
Jet Airways,4,Banglore,0,Delhi,2,6,3,2019,21,25,17471
Multiple carriers,6,Delhi,2,Cochin,1,21,3,2019,10,20,7531
Jet Airways,4,Delhi,2,Cochin,1,9,5,2019,15,0,12373
Jet Airways,4,Delhi,2,Cochin,1,27,5,2019,7,5,16289
IndiGo,3,Banglore,0,Delhi,2,24,3,2019,10,10,4777
Jet Airways,4,Banglore,0,Delhi,2,21,4,2019,8,20,5198
Jet Airways,4,Kolkata,3,Banglore,0,6,6,2019,14,5,10844
Air India,1,Banglore,0,Delhi,2,18,5,2019,17,0,7171
Air India,1,Delhi,2,Cochin,1,27,6,2019,18,45,11942
IndiGo,3,Banglore,0,Delhi,2,27,4,2019,10,30,4423
Vistara,10,Delhi,2,Cochin,1,18,3,2019,14,55,5586
Jet Airways,4,Kolkata,3,Banglore,0,24,3,2019,16,55,11134
Air Asia,0,Banglore,0,Delhi,2,24,3,2019,5,50,4284
Air India,1,Kolkata,3,Banglore,0,1,5,2019,14,15,6245
SpiceJet,8,Banglore,0,Delhi,2,15,3,2019,10,20,10341
SpiceJet,8,Banglore,0,Delhi,2,3,3,2019,5,45,6860
Air India,1,Mumbai,4,Hyderabad,3,3,4,2019,19,30,2050
Multiple carriers,6,Delhi,2,Cochin,1,24,6,2019,17,45,5797
IndiGo,3,Banglore,0,Delhi,2,9,3,2019,8,30,7648
Air India,1,Banglore,0,Delhi,2,15,3,2019,21,10,8851
Air India,1,Kolkata,3,Banglore,0,6,6,2019,10,0,13007
Jet Airways,4,Kolkata,3,Banglore,0,24,5,2019,9,35,13067
IndiGo,3,Banglore,0,Delhi,2,18,3,2019,16,55,4049
Jet Airways,4,Kolkata,3,Banglore,0,12,6,2019,17,0,12692
Air India,1,Chennai,1,Kolkata,4,9,5,2019,11,40,4667
Multiple carriers,6,Delhi,2,Cochin,1,3,3,2019,7,10,8938
IndiGo,3,Delhi,2,Cochin,1,21,3,2019,7,30,10208
Multiple carriers,6,Delhi,2,Cochin,1,3,6,2019,11,25,7354
Air India,1,Banglore,0,Delhi,2,21,4,2019,17,0,5438
Air Asia,0,Kolkata,3,Banglore,0,24,5,2019,22,50,4107
Jet Airways,4,Kolkata,3,Banglore,0,24,3,2019,19,45,11134
Jet Airways,4,Delhi,2,Cochin,1,15,6,2019,20,55,10262
Air India,1,Kolkata,3,Banglore,0,24,5,2019,7,0,14083
Vistara,10,Kolkata,3,Banglore,0,9,6,2019,7,10,9345
Jet Airways,4,Delhi,2,Cochin,1,9,5,2019,17,30,12373
Multiple carriers,6,Delhi,2,Cochin,1,15,6,2019,16,0,10196
IndiGo,3,Delhi,2,Cochin,1,15,4,2019,16,0,5947
Jet Airways,4,Kolkata,3,Banglore,0,12,6,2019,14,5,13044
Jet Airways,4,Kolkata,3,Banglore,0,18,5,2019,5,45,9663
Jet Airways,4,Banglore,0,Delhi,2,1,3,2019,5,45,27992
IndiGo,3,Kolkata,3,Banglore,0,24,3,2019,15,10,7476
Air India,1,Kolkata,3,Banglore,0,9,6,2019,7,0,10413
Multiple carriers,6,Delhi,2,Cochin,1,1,6,2019,11,40,10261
Jet Airways,4,Kolkata,3,Banglore,0,6,6,2019,9,35,14151
Air India,1,Banglore,0,Delhi,2,6,4,2019,6,10,5176
Jet Airways,4,Delhi,2,Cochin,1,6,6,2019,10,0,14714
Jet Airways,4,Kolkata,3,Banglore,0,15,5,2019,17,0,9314
Jet Airways,4,Delhi,2,Cochin,1,24,6,2019,21,50,14714
Multiple carriers,6,Delhi,2,Cochin,1,6,6,2019,8,0,12192
SpiceJet,8,Mumbai,4,Hyderabad,3,3,4,2019,22,45,1759
IndiGo,3,Delhi,2,Cochin,1,27,3,2019,2,5,4744
Jet Airways,4,Banglore,0,Delhi,2,21,5,2019,19,50,7229
Jet Airways,4,Delhi,2,Cochin,1,9,3,2019,0,20,15029
IndiGo,3,Kolkata,3,Banglore,0,15,3,2019,20,25,4462
SpiceJet,8,Chennai,1,Kolkata,4,12,3,2019,8,20,6300
Air India,1,Mumbai,4,Hyderabad,3,21,3,2019,19,30,2575
Jet Airways,4,Banglore,0,Delhi,2,12,3,2019,18,55,11087
Multiple carriers,6,Delhi,2,Cochin,1,27,3,2019,4,0,6305
Vistara,10,Banglore,0,Delhi,2,9,3,2019,19,40,8290
Jet Airways,4,Banglore,0,Delhi,2,18,6,2019,7,10,5769
IndiGo,3,Banglore,0,Delhi,2,12,4,2019,21,15,4990
Air Asia,0,Banglore,0,Delhi,2,3,3,2019,23,25,6135
IndiGo,3,Delhi,2,Cochin,1,27,3,2019,2,0,5733
Multiple carriers,6,Delhi,2,Cochin,1,15,5,2019,6,0,7670
Jet Airways,4,Delhi,2,Cochin,1,27,6,2019,19,10,12819
IndiGo,3,Banglore,0,Delhi,2,3,5,2019,20,0,4823
IndiGo,3,Delhi,2,Cochin,1,9,5,2019,4,55,6979
Air India,1,Kolkata,3,Banglore,0,24,3,2019,9,25,10493
Air India,1,Delhi,2,Cochin,1,9,3,2019,20,0,16111
Air India,1,Delhi,2,Cochin,1,9,6,2019,22,0,10651
IndiGo,3,Delhi,2,Cochin,1,27,5,2019,5,5,6600
Jet Airways,4,Delhi,2,Cochin,1,12,6,2019,14,35,10919
IndiGo,3,Kolkata,3,Banglore,0,21,3,2019,10,10,5198
Air India,1,Banglore,0,Delhi,2,12,3,2019,8,50,12778
IndiGo,3,Mumbai,4,Hyderabad,3,27,3,2019,19,5,2754
Jet Airways,4,Delhi,2,Cochin,1,9,5,2019,23,5,15129
IndiGo,3,Delhi,2,Cochin,1,9,5,2019,20,25,7255
Multiple carriers,6,Delhi,2,Cochin,1,21,3,2019,7,5,14486
GoAir,2,Delhi,2,Cochin,1,21,4,2019,7,0,6591
SpiceJet,8,Banglore,0,Delhi,2,21,5,2019,21,10,3573
Jet Airways,4,Delhi,2,Cochin,1,1,6,2019,15,0,10262
Jet Airways,4,Kolkata,3,Banglore,0,15,5,2019,18,55,14388
Jet Airways,4,Delhi,2,Cochin,1,3,6,2019,17,30,14714
Jet Airways,4,Delhi,2,Cochin,1,12,6,2019,19,30,10368
SpiceJet,8,Chennai,1,Kolkata,4,21,3,2019,9,30,3384
Air India,1,Kolkata,3,Banglore,0,24,3,2019,12,0,7742
IndiGo,3,Delhi,2,Cochin,1,9,6,2019,2,0,6386
Jet Airways,4,Banglore,0,Delhi,2,6,6,2019,18,55,7229
Air India,1,Kolkata,3,Banglore,0,6,5,2019,9,25,8891
Multiple carriers,6,Delhi,2,Cochin,1,1,6,2019,13,0,13587
IndiGo,3,Delhi,2,Cochin,1,27,3,2019,7,30,8227
Air India,1,Kolkata,3,Banglore,0,1,4,2019,9,50,12125
SpiceJet,8,Kolkata,3,Banglore,0,15,6,2019,22,20,3873
Multiple carriers,6,Delhi,2,Cochin,1,12,6,2019,16,0,13377
Jet Airways,4,Kolkata,3,Banglore,0,12,5,2019,20,25,10953
SpiceJet,8,Kolkata,3,Banglore,0,9,3,2019,6,55,4622
Jet Airways,4,Kolkata,3,Banglore,0,24,3,2019,13,55,14231
Jet Airways,4,Delhi,2,Cochin,1,24,6,2019,21,50,10262
IndiGo,3,Banglore,0,Delhi,2,15,4,2019,22,10,3943
Vistara,10,Kolkata,3,Banglore,0,12,5,2019,20,20,8610
Multiple carriers,6,Delhi,2,Cochin,1,21,3,2019,7,5,6717
Multiple carriers,6,Delhi,2,Cochin,1,24,6,2019,8,30,10877
IndiGo,3,Kolkata,3,Banglore,0,1,5,2019,15,15,4775
Jet Airways,4,Kolkata,3,Banglore,0,9,6,2019,16,30,14571
SpiceJet,8,Banglore,0,Delhi,2,24,3,2019,9,35,6205
Jet Airways,4,Kolkata,3,Banglore,0,18,5,2019,20,25,14151
Multiple carriers,6,Delhi,2,Cochin,1,27,3,2019,11,40,6637
Air India,1,Banglore,0,Delhi,2,3,3,2019,7,30,12074
IndiGo,3,Kolkata,3,Banglore,0,21,6,2019,11,30,4804
IndiGo,3,Kolkata,3,Banglore,0,6,5,2019,21,0,7252
IndiGo,3,Delhi,2,Cochin,1,3,6,2019,7,35,6069
Jet Airways,4,Delhi,2,Cochin,1,9,5,2019,11,30,15554
IndiGo,3,Chennai,1,Kolkata,4,18,5,2019,15,40,3850
Air India,1,Delhi,2,Cochin,1,18,5,2019,18,45,12940
SpiceJet,8,Kolkata,3,Banglore,0,1,5,2019,11,15,8844
Jet Airways,4,Delhi,2,Cochin,1,12,6,2019,7,5,15190
Jet Airways,4,Banglore,0,Delhi,2,15,3,2019,8,0,9134
Jet Airways,4,Delhi,2,Cochin,1,9,4,2019,20,55,11822
Multiple carriers,6,Delhi,2,Cochin,1,9,5,2019,15,0,15078
SpiceJet,8,Mumbai,4,Hyderabad,3,1,3,2019,22,45,11005
IndiGo,3,Delhi,2,Cochin,1,21,3,2019,15,0,7006
IndiGo,3,Banglore,0,Delhi,2,9,3,2019,16,55,4259
Air India,1,Delhi,2,Cochin,1,9,3,2019,21,30,11762
Jet Airways,4,Banglore,0,Delhi,2,24,3,2019,8,55,8147
SpiceJet,8,Kolkata,3,Banglore,0,27,5,2019,6,55,3841
IndiGo,3,Kolkata,3,Banglore,0,3,4,2019,17,15,4174
Jet Airways,4,Delhi,2,Cochin,1,27,5,2019,17,30,12898
SpiceJet,8,Delhi,2,Cochin,1,6,6,2019,15,45,5583
Jet Airways,4,Delhi,2,Cochin,1,6,6,2019,11,30,10262
Jet Airways,4,Banglore,0,Delhi,2,6,5,2019,6,0,7229
Jet Airways,4,Delhi,2,Cochin,1,21,5,2019,5,30,15129
Vistara,10,Banglore,0,Delhi,2,9,6,2019,21,0,4668
IndiGo,3,Banglore,0,Delhi,2,18,4,2019,18,25,4990
IndiGo,3,Kolkata,3,Banglore,0,24,3,2019,22,10,6985
IndiGo,3,Banglore,0,Delhi,2,3,4,2019,16,55,4823
Vistara,10,Kolkata,3,Banglore,0,18,5,2019,7,10,9345
Jet Airways,4,Kolkata,3,Banglore,0,15,5,2019,14,5,10844
Jet Airways,4,Delhi,2,Cochin,1,9,5,2019,9,35,14657
IndiGo,3,Delhi,2,Cochin,1,3,6,2019,5,5,6818
Air India,1,Delhi,2,Cochin,1,15,5,2019,5,55,11543
SpiceJet,8,Mumbai,4,Hyderabad,3,24,3,2019,22,45,2175
Jet Airways,4,Kolkata,3,Banglore,0,6,6,2019,18,55,10844
Jet Airways,4,Mumbai,4,Hyderabad,3,1,4,2019,7,5,8040
Jet Airways,4,Kolkata,3,Banglore,0,6,6,2019,8,25,14571
Jet Airways,4,Kolkata,3,Banglore,0,9,6,2019,6,30,14571
Jet Airways,4,Delhi,2,Cochin,1,21,5,2019,16,0,12898
Multiple carriers,6,Delhi,2,Cochin,1,12,6,2019,10,0,14848
Multiple carriers,6,Delhi,2,Cochin,1,18,5,2019,19,0,8283
Jet Airways,4,Banglore,0,Delhi,2,21,4,2019,15,15,7229
Multiple carriers,6,Delhi,2,Cochin,1,18,5,2019,11,40,8405
Jet Airways,4,Delhi,2,Cochin,1,3,3,2019,5,40,19266
Air India,1,Delhi,2,Cochin,1,6,3,2019,17,40,11038
Jet Airways,4,Banglore,0,Delhi,2,12,6,2019,18,55,8016
SpiceJet,8,Chennai,1,Kolkata,4,21,3,2019,17,45,3384
IndiGo,3,Delhi,2,Cochin,1,9,4,2019,18,35,6573
Jet Airways,4,Delhi,2,Cochin,1,24,6,2019,23,5,12819
Jet Airways,4,Delhi,2,Cochin,1,21,5,2019,9,40,15129
IndiGo,3,Banglore,0,Delhi,2,27,6,2019,23,30,3943
Jet Airways,4,Banglore,0,Delhi,2,24,3,2019,22,50,7832
IndiGo,3,Banglore,0,Delhi,2,24,3,2019,7,10,6860
IndiGo,3,Banglore,0,Delhi,2,12,5,2019,18,25,4823
Air India,1,Banglore,0,Delhi,2,6,5,2019,17,0,5228
Jet Airways,4,Kolkata,3,Banglore,0,1,4,2019,14,5,13364
Jet Airways,4,Banglore,0,Delhi,2,18,3,2019,16,55,13555
IndiGo,3,Chennai,1,Kolkata,4,6,3,2019,22,5,5277
Air India,1,Kolkata,3,Banglore,0,12,5,2019,7,0,13243
Multiple carriers,6,Delhi,2,Cochin,1,9,5,2019,6,0,9794
Jet Airways,4,Banglore,0,Delhi,2,6,6,2019,6,0,8016
Multiple carriers,6,Delhi,2,Cochin,1,1,6,2019,17,30,13377
Jet Airways,4,Kolkata,3,Banglore,0,9,6,2019,17,0,12692
Air India,1,Kolkata,3,Banglore,0,6,6,2019,8,20,10697
SpiceJet,8,Chennai,1,Kolkata,4,27,3,2019,9,30,3384
IndiGo,3,Delhi,2,Cochin,1,9,5,2019,6,50,6734
Jet Airways,4,Kolkata,3,Banglore,0,6,6,2019,20,0,10844
Air India,1,Banglore,0,Delhi,2,24,5,2019,21,5,5228
Air India,1,Kolkata,3,Banglore,0,24,5,2019,9,25,8891
IndiGo,3,Chennai,1,Kolkata,4,27,3,2019,7,55,3384
Multiple carriers,6,Delhi,2,Cochin,1,3,3,2019,8,0,17057
IndiGo,3,Kolkata,3,Banglore,0,3,4,2019,19,20,3480
SpiceJet,8,Banglore,0,Delhi,2,3,5,2019,9,30,4423
Jet Airways,4,Kolkata,3,Banglore,0,9,6,2019,6,30,14178
SpiceJet,8,Delhi,2,Cochin,1,24,6,2019,8,45,4760
Jet Airways,4,Kolkata,3,Banglore,0,1,4,2019,20,25,14151
Jet Airways,4,Kolkata,3,Banglore,0,1,4,2019,20,0,12681
Jet Airways,4,Delhi,2,Cochin,1,3,4,2019,11,0,4886
Air Asia,0,Kolkata,3,Banglore,0,21,6,2019,10,20,3807
IndiGo,3,Kolkata,3,Banglore,0,18,5,2019,4,40,4804
IndiGo,3,Banglore,0,Delhi,2,9,3,2019,7,30,5694
Multiple carriers,6,Delhi,2,Cochin,1,24,5,2019,9,0,10197
IndiGo,3,Banglore,0,Delhi,2,15,6,2019,23,30,4077
Jet Airways,4,Kolkata,3,Banglore,0,1,5,2019,6,30,14781
IndiGo,3,Kolkata,3,Banglore,0,9,5,2019,11,30,5224
IndiGo,3,Kolkata,3,Banglore,0,24,4,2019,21,25,4804
Jet Airways,4,Kolkata,3,Banglore,0,21,5,2019,6,30,8586
Air India,1,Kolkata,3,Banglore,0,21,5,2019,12,0,7662
Jet Airways,4,Delhi,2,Cochin,1,3,3,2019,9,55,18550
Vistara,10,Kolkata,3,Banglore,0,12,6,2019,17,0,8610
Jet Airways,4,Banglore,0,Delhi,2,1,5,2019,7,10,7229
